	brand	model	spec	year	dB_at_idle	dB_at_50kmh	dB_at_80kmh	dB_at_100kmh	dB_at_120kmh	dB_at_140kmh	model_id	model_id_cqa	model_make_id_cqa	model_name_cqa	model_trim_cqa	model_year_cqa	model_body_cqa	model_engine_position_cqa	model_engine_cc_cqa	model_engine_cyl_cqa	model_engine_type_cqa	model_engine_valves_per_cyl_cqa	model_engine_power_ps_cqa	model_engine_power_rpm_cqa	model_engine_torque_nm_cqa	model_engine_torque_rpm_cqa	model_engine_bore_mm_cqa	model_engine_stroke_mm_cqa	model_engine_compression_cqa	model_engine_fuel_cqa	model_top_speed_kph_cqa	model_0_to_100_kph_cqa	model_drive_cqa	model_transmission_type_cqa	model_seats_cqa	model_doors_cqa	model_weight_kg_cqa	model_length_mm_cqa	model_width_mm_cqa	model_height_mm_cqa	model_wheelbase_mm_cqa	model_lkm_hwy_cqa	model_lkm_mixed_cqa	model_lkm_city_cqa	model_fuel_cap_l_cqa	model_sold_in_us_cqa	model_co2_cqa	model_make_display_cqa	model_engine_l_cqa	model_engine_ci_cqa	model_engine_bore_in_cqa	model_engine_stroke_in_cqa	model_engine_valves_cqa	model_engine_power_hp_cqa	model_engine_power_kw_cqa	model_engine_torque_lbft_cqa	model_engine_torque_kgm_cqa	model_top_speed_mph_cqa	model_weight_lbs_cqa	model_length_in_cqa	model_width_in_cqa	model_height_in_cqa	model_wheelbase_in_cqa	model_mpg_hwy_cqa	model_mpg_city_cqa	model_mpg_mixed_cqa	model_fuel_cap_g_cqa	make_display_cqa	make_country_cqa	ExtColors_cqa	IntColors_cqa
65	Audi	A4	3.0 TDI Stationcar	2014	 41.6 	 55.2 	 59.6 	 63.9 	 66.3 	 68.1 	58842	58842	Audi	A4	2.0T Premium quattro 4dr Sedan AWD (2.0L 4cyl Turbo 8A)	2014	Compact Cars	Front	2000	4	Inline	4	220		258				9.6	Premium Unleaded (Required)			All Wheel Drive	Automatic		4	1675	4702				29.0	24.0	20.0	61	1		Audi	2.0	122			16	217	162	190	26		3693	185.1				8	12	10.0	16.1	Audi	Germany		
66	Audi	A4	2.0 TDI	2015	 45.2 	 54.3 	 58.6 	 61.6 	 64.9 	 68.6 	61908	61908	Audi	A4	2.0T Premium quattro 4dr Sedan AWD (2.0L 4cyl Turbo 8A)	2015	Compact Cars	Front	2000	4	Inline	4	220		258				9.6	Premium Unleaded (Required)			All Wheel Drive	Automatic		4	3693					31.0	25.0	22.0	16	1		Audi	2.0	122			16	217	162	190	26		8142					8	11	9.0	4.2	Audi	Germany		
67	Audi	A4	2.0 TDI Stationcar	2015	 43.8 	 55.5 	 60.9 	 63.7 	 67.4 	 70.6 	61902	61902	Audi	A4	2.0T Premium 4dr Sedan (2.0L 4cyl Turbo CVT)	2015	Compact Cars	Front	2000	4	Inline	4	220		258				9.6	Premium Unleaded (Required)			Front Wheel Driv	Automatic		4	3516					32.0	27.0	24.0	16	1		Audi	2.0	122			16	217	162	190	26		7751					7	10	9.0	4.2	Audi	Germany		
68	Audi	A4	2.0 TDI	2016	 40.9 	 56.8 	 59.0 	 61.2 	 64.1 	 67.4 	67148	67148	Audi	A4	2.0T Premium quattro 4dr Sedan AWD (2.0L 4cyl Turbo 8A)	2016	Compact Cars	Front	2000	4	Inline	4	220		258				9.6	Premium Unleaded (Required)			All Wheel Drive	Automatic		4	3693					31.0	25.0	22.0	16	1		Audi	2.0	122			16	217	162	190	26		8142					8	11	9.0	4.2	Audi	Germany		
69	Audi	A4	2.0 TFSI	2016	 42.9 	 54.8 	 58.0 	 61.2 	 64.3 	 67.6 	67145	67145	Audi	A4	2.0T Premium quattro 4dr Sedan AWD (2.0L 4cyl Turbo 6M)	2016	Compact Cars	Front	2000	4	Inline	4	220		258				9.6	Premium Unleaded (Required)			All Wheel Drive	Manual		4	3627					32.0	26.0	22.0	16	1		Audi	2.0	122			16	217	162	190	26		7996					7	11	9.0	4.2	Audi	Germany		
70	Audi	A4	2.0 TDI	2017	 44.9 	 56.8 	 59.5 	 62.2 	 64.3 	 67.6 	69718	69718	Audi	A4	2.0T Premium Plus quattro 4dr Sedan AWD (2.0L 4cyl Turbo 6M)	2017	Compact Cars	Front	2000	4	Inline	4	220		258				9.6	Premium Unleaded (Required)			All Wheel Drive	Manual		4	3627					32.0	26.0	22.0	16	1		Audi	2.0	122			16	217	162	190	26		7996					7	11	9.0	4.2	Audi	Germany		
71	Audi	A5	3.0 TDI Quattro	2008	 44.1 	 54.3 	 62.5 	 67.6 	 67.9 	 68.5 	2096	2096	audi	A5	3.2 FSi	2008	Coupe	Front	3197	6	V	4	266	6500	330	3000			10.5:1	Gasoline - Premium	250.0	6.1	Front		4	2	1610	4630	1860	1380	2760		8.7		80	1		Audi	3.2	195			24	262	196	243	34	155.0	3549	182.3	73.2	54.3	108.7			27.0	21.1	Audi	Germany		
72	Audi	A5	3.2 FSI Quattro Tiptronic	2009	 42.8 	 52.6 	 60.5 	 64.0 	 65.8 	 68.0 	53633	53633	audi	A5	3.2 FSi Quattro Automatic	2009	Coupe	Front	3197	6	V	4	265	6500	330	3000			10.5:1	Gasoline - Premium	250.0	6.1	4WD	Automatic	4	2	1536	4630	1860	1380	2760		9.2		64	1		Audi	3.2	195			24	261	195	243	34	155.0	3386	182.3	73.2	54.3	108.7			26.0	16.9	Audi	Germany		
73	Audi	A5	2.0 TFSI Cabrio	2010	 39.6 	 61.5 	 63.2 	 66.6 	 69.2 	 71.8 	50660	50660	audi	A5	2.0 TDI Coupe	2010	Coupe	Front	1968	4	in-line		170	4200	350	1750				Diesel			Front		5	2									67	0		Audi	2.0	120				168	125	258	36										17.7	Audi	Germany		
74	Audi	A5	3.2 FSI Quattro	2010	 44.2 	 54.4 	 62.6 	 66.4 	 68.0 	 70.0 	50666	50666	audi	A5	3.2 Quattro Coupe	2010	Coupe	Front	3197	6	V		265	6500	330	3000				Gasoline			AWD		5	2	1760	4623	1852	1382	2751				67	0		Audi	3.2	195				261	195	243	34		3880	182.0	72.9	54.4	108.3				17.7	Audi	Germany		
75	Audi	A5	1.8 TFSI Sportback	2012	 44.1 	 54.2 	 62.4 	 65.1 	 67.9 	 71.1 	50747	50747	audi	A5	2.0 TDI Sportback	2012	Hatchback	Front	1968	4	in-line	4	143	4200	320	1750				Diesel			Front		5	5									67	0		Audi	2.0	120			16	141	105	236	33										17.7	Audi	Germany		
76	Audi	A5	2.0 TFSI	2016	 37.9 	 55.8 	 59.5 	 63.3 	 65.2 	 68.6 	67190	67190	Audi	A5	2.0T Premium Plus quattro 2dr Convertible AWD (2.0L 4cyl Turbo 8	2016	Subcompact Cars	Front	2000	4	Inline	4	220		258				9.6	Premium Unleaded (Required)			All Wheel Drive	Automatic		2	4045					28.0	23.0	20.0	16	1		Audi	2.0	122			16	217	162	190	26		8918					8	12	10.0	4.2	Audi	Germany		
77	Audi	A5	2.0 TDI	2018	 40.9 	 52.5 	 58.6 	 65.3 	 67.7 	 69.8 	72330	72330	Audi	A5	2.0T Premium quattro 2dr Coupe AWD (2.0L 4cyl Turbo 8A)	2018	Subcompact Cars	Front	2000	4	Inline	4	220		258				9.6	Premium Unleaded (Required)			All Wheel Drive	Automatic		2	3682					31.0	25.0	22.0	16	1		Audi	2.0	122			16	217	162	190	26		8117					8	11	9.0	4.2	Audi	Germany		
78	Audi	A6	2.0 TDIe	2009	 43.6 	 53.7 	 61.7 	 64.4 	 67.2 	 70.4 	2293	2293	audi	A6	2.0 TDi	2009	Sedan	Front	1968	4	in-line	4	136	4000	321	1750	81.0	95.5		Diesel	208.0	10.3	Front	Manual	5	4	1550	4930	1860	1470	2850		5.3		70	1		Audi	2.0	120	3.19	3.76	16	134	100	237	33	129.0	3417	194.1	73.2	57.9	112.2			44.0	18.5	Audi	Germany		
79	Audi	A6	3.0 TFSI Quattro	2009	 43.6 	 53.6 	 61.6 	 66.3 	 67.0 	 68.0 	3004	3004	audi	A6	3.2 FSi Quattro	2009	Sedan	Front	3123	6	V	5	255	6500	330	3250	84.5	92.8	13.0:1	Gasoline - Premium	250.0	7.4	4WD	Manual	5	4	1680	4920	1860	1470	2850		10.9		80	1		Audi	3.1	191	3.33	3.65	30	252	188	243	34	155.0	3704	193.7	73.2	57.9	112.2			22.0	21.1	Audi	Germany		
80	Audi	A6	2.8 FSI Tiptronic Quattro Stationcar	2010	 43.4 	 57.8 	 62.1 	 64.8 	 66.7 	 69.2 	46401	46401	audi	A6	Allroad Quattro 3.0 TFSi	2010	Station Wagon	Front	3000	6	V	4	233							Diesel			4WD	Automatic	5	5		4934	1862	1519	2833					1		Audi	3.0	183			24	230	171					194.3	73.3	59.8	111.5					Audi	Germany		
81	Audi	A6	3.0 TDI	2010	 45.6 	 58.0 	 61.8 	 65.0 	 67.7 	 70.8 	44388	44388	audi	A6	3.2 Premium	2010	Sedan	Front	3200	6	V	4	269	6500	329	3250				Gasoline			Front	CVT	5	4	1750	4915	1854	1461	2842	8.4		13.1	80	1		Audi	3.2	195			24	265	198	243	34		3858	193.5	73.0	57.5	111.9	28	18		21.1	Audi	Germany		
82	Audi	A6	3.0 TDI Quattro	2011	 42.2 	 57.5 	 61.6 	 62.4 	 65.4 	 67.5 	44393	44393	audi	A6	3.0T Premium Quattro	2011	Sedan	Front	3000	6	V	4	304	5100	420	2500				Gasoline			AWD	Automatic	5	4	1870	4928	1854	1458	2842	9.0		13.1	80	1		Audi	3.0	183			24	300	224	310	43		4123	194.0	73.0	57.4	111.9	26	18		21.1	Audi	Germany		
83	Audi	A6	3.0 TFSI	2011	 42.8 	 52.7 	 60.6 	 64.1 	 65.9 	 68.1 	53678	53678	audi	A6	Allroad Quattro 2.7 TDi Automatic	2011	Station Wagon	Front	2671	6	V	4	180							Diesel			4WD	Automatic	5	5		4934	1862	1519	2833					1		Audi	2.7	163			24	178	132					194.3	73.3	59.8	111.5					Audi	Germany		
84	Audi	A6	3.0 TFSI Stationcar	2011	 38.7 	 52.7 	 58.3 	 61.3 	 64.5 	 66.6 	44393	44393	audi	A6	3.0T Premium Quattro	2011	Sedan	Front	3000	6	V	4	304	5100	420	2500				Gasoline			AWD	Automatic	5	4	1870	4928	1854	1458	2842	9.0		13.1	80	1		Audi	3.0	183			24	300	224	310	43		4123	194.0	73.0	57.4	111.9	26	18		21.1	Audi	Germany		
85	Audi	A6	3.0 TDI Stationcar	2012	 44.0 	 54.2 	 62.3 	 65.2 	 67.8 	 70.8 	50758	50758	audi	A6	3.0 TDI Quattro	2012	Sedan	Front	3000	6	V	4	245							Diesel			AWD		5	4		4915	1872	1453	2911				75	0		Audi	3.0	183			24	242	180					193.5	73.7	57.2	114.6				19.8	Audi	Germany		
86	Audi	A6	3.0 TFSI Quattro	2012	 42.0 	 52.5 	 59.0 	 62.7 	 64.9 	 67.2 	50758	50758	audi	A6	3.0 TDI Quattro	2012	Sedan	Front	3000	6	V	4	245							Diesel			AWD		5	4		4915	1872	1453	2911				75	0		Audi	3.0	183			24	242	180					193.5	73.7	57.2	114.6				19.8	Audi	Germany		
87	Audi	A6	2.0 TDI	2015	 45.1 	 57.5 	 61.5 	 64.0 	 66.0 	 67.5 	61972	61972	Audi	A6	2.0T Premium quattro 4dr Sedan AWD (2.0L 4cyl Turbo 8A)	2015	Midsize Cars	Front	2000	4	Inline	4	220		258				9.6	Premium Unleaded (Required)			All Wheel Drive	Automatic		4	3957					29.0	23.0	20.0	20	1		Audi	2.0	122			16	217	162	190	26		8724					8	12	10.0	5.3	Audi	Germany		
88	Audi	A6	3.0 TDI	2015	 41.6 	 56.2 	 60.1 	 63.9 	 66.6 	 68.3 	61974	61974	Audi	A6	3.0T Premium Plus quattro 4dr Sedan AWD (3.0L 6cyl S/C 8A)	2015	Midsize Cars	Front	3000	6	V	4	310		325				10.3	Premium Unleaded (Required)			All Wheel Drive	Automatic		4	4101					27.0	22.0	18.0	20	1		Audi	3.0	183			24	306	228	240	33		9041					9	13	11.0	5.3	Audi	Germany		
89	Audi	A6	2.0 TDI	2016	 43.9 	 53.1 	 57.3 	 60.1 	 64.0 	 67.6 	67212	67212	Audi	A6	2.0T Premium quattro 4dr Sedan AWD (2.0L 4cyl Turbo 8A)	2016	Midsize Cars	Front	2000	4	Inline	4	220		258				9.6	Premium Unleaded (Required)			All Wheel Drive	Automatic		4	3957					29.0	23.0	20.0	20	1		Audi	2.0	122			16	217	162	190	26		8724					8	12	10.0	5.3	Audi	Germany		
90	Audi	A6	2.0 TDI	2016	 39.9 	 59.8 	 61.5 	 63.3 	 64.3 	 67.6 	67215	67215	Audi	A6	3.0T Prestige quattro 4dr Sedan AWD (3.0L 6cyl S/C 8A)	2016	Midsize Cars	Front	3000	6	V	4	310		325				10.3	Premium Unleaded (Required)			All Wheel Drive	Automatic		4	4101					27.0	22.0	18.0	20	1		Audi	3.0	183			24	306	228	240	33		9041					9	13	11.0	5.3	Audi	Germany		
91	Audi	A6	2.0 TDI Stationcar	2016	 41.9 	 57.8 	 60.5 	 63.3 	 65.2 	 68.6 	67217	67217	Audi	A6	TDI Prestige quattro 4dr Sedan AWD (3.0L 6cyl Turbodiesel 8A)	2016	Midsize Cars	Front	3000	6	V	4	240		428				16.8	Diesel			All Wheel Drive	Automatic		4	4178					38.0	29.0	24.0	19	1		Audi	3.0	183			24	237	177	316	44		9211					6	10	8.0	5.0	Audi	Germany		
92	Audi	A6	3.0 TDI	2016	 48.1 	 57.2 	 61.2 	 65.3 	 66.3 	 69.7 	67214	67214	Audi	A6	3.0T Premium Plus quattro 4dr Sedan AWD (3.0L 6cyl S/C 8A)	2016	Midsize Cars	Front	3000	6	V	4	310		325				10.3	Premium Unleaded (Required)			All Wheel Drive	Automatic		4	4101					27.0	22.0	18.0	20	1		Audi	3.0	183			24	306	228	240	33		9041					9	13	11.0	5.3	Audi	Germany		
93	Audi	A6	2.0 TDI	2017	 40.9 	 56.8 	 60.0 	 63.3 	 64.3 	 67.6 	69784	69784	Audi	A6	2.0T Premium quattro 4dr Sedan AWD (2.0L 4cyl Turbo 8A)	2017	Midsize Cars	Front	2000	4	Inline	4	220		258				9.6	Premium Unleaded (Required)			All Wheel Drive	Automatic		4	3957					29.0	23.0	20.0	20	1		Audi	2.0	122			16	217	162	190	26		8724					8	12	10.0	5.3	Audi	Germany		
94	Audi	A6	2.0 TFSI	2017	 39.9 	 53.8 	 58.5 	 63.3 	 65.2 	 68.6 	69782	69782	Audi	A6	2.0T Premium 4dr Sedan (2.0L 4cyl Turbo CVT)	2017	Midsize Cars	Front	2000	4	Inline	4	220		258				9.6	Premium Unleaded (Required)			Front Wheel Driv	Automatic		4	3726					33.0	28.0	25.0	20	1		Audi	2.0	122			16	217	162	190	26		8214					7	9	8.0	5.3	Audi	Germany		
95	Audi	A6	3.0 TDI	2017	 41.9 	 56.8 	 60.5 	 64.3 	 65.2 	 68.6 	69787	69787	Audi	A6	3.0T Prestige quattro 4dr Sedan AWD (3.0L 6cyl S/C 8A)	2017	Midsize Cars	Front	3000	6	V	4	310		325				10.3	Premium Unleaded (Required)			All Wheel Drive	Automatic		4	4101					27.0	22.0	18.0	20	1		Audi	3.0	183			24	306	228	240	33		9041					9	13	11.0	5.3	Audi	Germany		
96	Audi	A6	3.0 TDI stationcar	2017	 39.9 	 56.8 	 60.0 	 63.3 	 65.2 	 68.6 	69784	69784	Audi	A6	2.0T Premium quattro 4dr Sedan AWD (2.0L 4cyl Turbo 8A)	2017	Midsize Cars	Front	2000	4	Inline	4	220		258				9.6	Premium Unleaded (Required)			All Wheel Drive	Automatic		4	3957					29.0	23.0	20.0	20	1		Audi	2.0	122			16	217	162	190	26		8724					8	12	10.0	5.3	Audi	Germany		
97	Audi	A7	3.0 TFSI	2011	 42.9 	 52.8 	 60.7 	 65.1 	 66.0 	 67.2 	50707	50707	audi	A7	3.0 TSI	2011	Hatchback	Front	3000	6	V	4	314	5500	440	2900				Gasoline			AWD	8-speed shiftable automatic	5	5	1910	4968	1910	1420	2913	8.4		13.1	75	0		Audi	3.0	183			24	310	231	325	45		4211	195.6	75.2	55.9	114.7	28	18		19.8	Audi	Germany		
98	Audi	A8	2.8 FSIe	2008	 42.7 	 52.6 	 60.4 	 63.5 	 65.8 	 68.3 	2829	2829	audi	A8	2.8 FSi	2008	Sedan	Front	2772	6	V	4	210	5500	280	3000	84.5	82.4	12.5:1	Gasoline - Premium	238.0	8.0	Front		5	4	1690	5070	1900	1450	2950		8.3		90	1		Audi	2.8	169	3.33	3.24	24	207	154	207	29	148.0	3726	199.6	74.8	57.1	116.1			28.0	23.8	Audi	Germany		
99	Audi	A8	4.2 TDI Quattro	2010	 41.7 	 51.3 	 59.0 	 63.3 	 64.1 	 65.2 	44396	44396	audi	A8	4.2 Quattro	2010	Sedan	Front	4200	8	V	4	355	6800	440	3500				Gasoline			AWD	Automatic	2	4	2000	5062	1895	1445	2944	10.2		14.7	90	1		Audi	4.2	256			32	350	261	325	45		4409	199.3	74.6	56.9	115.9	23	16		23.8	Audi	Germany		
100	Audi	A8	4.2 V8 FSI	2010	 36.6 	 54.6 	 58.6 	 60.7 	 62.4 	 65.4 	44397	44397	audi	A8	L 4.2 Quattro	2010	Sedan	Front	4200	8	V	4	355	6800	440	3500				Gasoline			AWD	Automatic	5	4	2000	5192	1895	1455	3073	10.2		14.7	90	1		Audi	4.2	256			32	350	261	325	45		4409	204.4	74.6	57.3	121.0	23	16		23.8	Audi	Germany		
101	Audi	A8	4.2 V8	2011	 45.8 	 54.1 	 59.3 	 62.0 	 64.0 	 66.1 	50709	50709	audi	A8	4.2 TDI	2011	Sedan	Front	4134	8	V	4	350	4000	800	1750				Diesel	250.0	5.5	AWD	8-speed shiftable automatic	5	4		5136	1948	1461	2992				90	0		Audi	4.1	252			32	345	257	590	82	155.0		202.2	76.7	57.5	117.8				23.8	Audi	Germany		
102	Audi	A8	4.0 V8	2012	 40.4 	 51.0 	 57.5 	 61.1 	 63.1 	 65.1 	48643	48643	audi	A8	L 6.3 Quattro	2012	Sedan	Front	6300	12	W	4	507	6200	627	4750				Gasoline	250.0		AWD	8-speed shiftable automatic	5	4		5268	1948	1471	3122	11.2		16.8	90	1		Audi	6.3	384			48	500	373	462	64	155.0		207.4	76.7	57.9	122.9	21	14		23.8	Audi	Germany		
103	Audi	A8	3.0 TDI	2014	 39.7 	 54.2 	 57.6 	 60.9 	 64.7 	 66.3 	58858	58858	Audi	A8	3.0T quattro 4dr Sedan AWD (3.0L 6cyl S/C 8A)	2014	Midsize Cars	Front	3000	6	V	4	333		325				10.3	Premium Unleaded (Required)			All Wheel Drive	Automatic		4	1980	5136				28.0	21.0	18.0	90	1		Audi	3.0	183			24	328	245	240	33		4365	202.2				8	13	11.0	23.8	Audi	Germany		
104	Audi	Q2	1.4	2017	 37.9 	 60.8 	 63.0 	 65.3 	 68.2 	 71.7 	nan																																																												
105	Audi	Q2	1.0	2018	 36.1 	 50.6 	 57.4 	 66.3 	 68.7 	 70.8 	nan																																																												
106	Audi	Q2	1.4	2018	 37.9 	 51.0 	 57.7 	 65.8 	 68.2 	 70.8 	nan																																																												
107	Audi	Q3	2.0 TDI Quattro	2011	 43.9 	 57.0 	 61.6 	 64.6 	 67.6 	 71.8 	nan																																																												
108	Audi	Q3	2.0	2015	 42.3 	 57.2 	 61.1 	 64.9 	 67.6 	 69.3 	62486	62486	Audi	Q3	Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 6A)	2015	Compact Cars	Front	2000	4	Inline	4	200		207				9.6	Premium Unleaded (Recommended)			All Wheel Drive	Automatic		4	3682					28.0	23.0	20.0	17	1		Audi	2.0	122			16	197	147	153	21		8117					8	12	10.0	4.5	Audi	Germany		
109	Audi	Q3	2.0	2016	 41.9 	 57.8 	 61.0 	 64.3 	 65.2 	 68.6 	67721	67721	Audi	Q3	Prestige quattro 4dr SUV AWD (2.0L 4cyl Turbo 6A)	2016	Compact Cars	Front	2000	4	Inline	4	200		207				9.6	Premium Unleaded (Recommended)			All Wheel Drive	Automatic		4	3682					28.0	23.0	20.0	17	1		Audi	2.0	122			16	197	147	153	21		8117					8	12	10.0	4.5	Audi	Germany		
110	Audi	Q3	2.0 TDI	2016	 47.9 	 59.8 	 62.5 	 65.3 	 67.2 	 70.6 	67721	67721	Audi	Q3	Prestige quattro 4dr SUV AWD (2.0L 4cyl Turbo 6A)	2016	Compact Cars	Front	2000	4	Inline	4	200		207				9.6	Premium Unleaded (Recommended)			All Wheel Drive	Automatic		4	3682					28.0	23.0	20.0	17	1		Audi	2.0	122			16	197	147	153	21		8117					8	12	10.0	4.5	Audi	Germany		
111	Audi	Q3	1.4	2018	 38.1 	 51.6 	 57.7 	 65.3 	 67.7 	 68.8 	72864	72864	Audi	Q3	Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 6A)	2018	Compact Cars	Front	2000	4	Inline	4	200		207				9.6	Premium Unleaded (Recommended)			All Wheel Drive	Automatic		4	3682					28.0	23.0	20.0	17	1		Audi	2.0	122			16	197	147	153	21		8117					8	12	10.0	4.5	Audi	Germany		
112	Audi	Q3 RS	 	2015	 42.9 	 58.2 	 62.1 	 65.9 	 68.6 	 70.3 	nan																																																												
113	Audi	Q5	3.0 TDI	2008	 44.8 	 57.3 	 61.1 	 63.8 	 67.3 	 69.6 	nan																																																												
114	Audi	Q5	2.0 TDI Quattro	2009	 43.1 	 53.0 	 61.0 	 64.8 	 66.3 	 68.2 	2556	2556	audi	Q5	2.0 TDi Quattro	2009	SUV	Front	1968	4	in-line	4	171	4200	350	1750	81.0	95.5		Diesel	204.0	9.5	4WD	Manual	5	5	930	4640	1890	1660	2810		6.7		75	1		Audi	2.0	120	3.19	3.76	16	169	126	258	36	127.0	2050	182.7	74.4	65.4	110.6			35.0	19.8	Audi	Germany		
115	Audi	Q5	3.2 V6	2009	 45.3 	 54.5 	 60.2 	 63.2 	 65.6 	 68.0 	2853	2853	audi	Q5	2.0 TFSi Quattro S-Tronic	2009	SUV	Front	1983	4	in-line		211				82.5	92.8		Gasoline	222.0	7.2	4WD	Automatic	5	5		4210	1890	1430	2810		8.5		75	1		Audi	2.0	121	3.25	3.65		208	155			138.0		165.7	74.4	56.3	110.6			28.0	19.8	Audi	Germany		
116	Audi	Q5	2.0 TDI Quattro	2011	 45.4 	 59.0 	 63.0 	 66.8 	 67.5 	 71.5 	56295	56295	audi	Q5	2.0 TDI Automatic	2011	SUV	Front	1964	4	in-line	4	140	4200	320	1750				Diesel			AWD	Automatic	5	5		4628	1880	1654	2807				75	0		Audi	2.0	120			16	138	103	236	33			182.2	74.0	65.1	110.5				19.8	Audi	Germany		
117	Audi	Q5	2.0	2012	 42.8 	 52.7 	 60.6 	 64.2 	 65.9 	 68.0 	50773	50773	audi	Q5	2.0 TDI	2012	SUV	Front	1964	4	in-line	4	140	4200	320	1750				Diesel			AWD	Manual	5	5		4628	1880	1654	2807				75	0		Audi	2.0	120			16	138	103	236	33			182.2	74.0	65.1	110.5				19.8	Audi	Germany		
118	Audi	Q5	3.0 V6	2012	 47.8 	 55.8 	 60.8 	 63.6 	 65.2 	 66.8 	50774	50774	audi	Q5	3.0 TDI	2012	SUV	Front	3000	6	V	4	240							Diesel			AWD	Manual	5	5		4628	1880	1654	2807				75	0		Audi	3.0	183			24	237	177					182.2	74.0	65.1	110.5				19.8	Audi	Germany		
119	Audi	Q5	2.0	2014	 38.2 	 53.8 	 57.8 	 59.8 	 63.7 	 66.2 	58861	58861	Audi	Q5	2.0T Prestige quattro 4dr SUV AWD (2.0L 4cyl Turbo gas/electric 	2014	Sport Utility Vehicles	Front	2000	4	Inline	4	245		354				9.6	Premium Unleaded (Required)			All Wheel Drive	Automatic		4		4638				30.0	26.0	24.0	72	1		Audi	2.0	122			16	242	180	261	36			182.6				8	10	9.0	19.0	Audi	Germany		
120	Audi	Q5	2.0 TDI	2014	 41.6 	 57.2 	 60.6 	 63.9 	 67.6 	 69.3 	58864	58864	Audi	Q5	TDI Premium Plus quattro 4dr SUV AWD (3.0L 6cyl Turbodiesel 8A)	2014	Sport Utility Vehicles	Front	3000	6	V	4	240		428				Not Avai	Diesel			All Wheel Drive	Automatic		4	2030	4638				31.0	27.0	24.0	75	1		Audi	3.0	183			24	237	177	316	44		4475	182.6				8	10	9.0	19.8	Audi	Germany		
121	Audi	Q5	3.0 TDI	2014	 41.6 	 58.2 	 61.1 	 63.8 	 67.3 	 69.1 	58861	58861	Audi	Q5	2.0T Prestige quattro 4dr SUV AWD (2.0L 4cyl Turbo gas/electric 	2014	Sport Utility Vehicles	Front	2000	4	Inline	4	245		354				9.6	Premium Unleaded (Required)			All Wheel Drive	Automatic		4		4638				30.0	26.0	24.0	72	1		Audi	2.0	122			16	242	180	261	36			182.6				8	10	9.0	19.0	Audi	Germany		
122	Audi	Q5	2.0 TDI	2016	 43.9 	 58.8 	 61.5 	 64.3 	 66.2 	 69.6 	67206	67206	Audi	Q5	TDI Premium Plus quattro 4dr SUV AWD (3.0L 6cyl Turbodiesel 8A)	2016	Sport Utility Vehicles	Front	3000	6	V	4	240		428				Not Avai	Diesel			All Wheel Drive	Automatic		4	4475					31.0	27.0	24.0	20	1		Audi	3.0	183			24	237	177	316	44		9866					8	10	9.0	5.3	Audi	Germany		
123	Audi	Q5	2.0 TDI	2017	 41.9 	 59.8 	 61.5 	 63.3 	 64.3 	 67.6 	69774	69774	Audi	Q5	2.0T Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A)	2017	Sport Utility Vehicles	Front	2000	4	Inline	4	220		258				9.6	Premium Unleaded (Required)			All Wheel Drive	Automatic		4	4079					28.0	23.0	20.0	19	1		Audi	2.0	122			16	217	162	190	26		8993					8	12	10.0	5.0	Audi	Germany		
124	Audi	Q5	2.0 TDI	2017	 41.9 	 59.8 	 61.5 	 63.3 	 64.3 	 67.6 	69776	69776	Audi	Q5	3.0T Premium Plus quattro 4dr SUV AWD (3.0L 6cyl S/C 8A)	2017	Sport Utility Vehicles	Front	3000	6	V	4	272		295				10.3	Premium Unleaded (Required)			All Wheel Drive	Automatic		4						26.0	21.0	18.0	20	1		Audi	3.0	183			24	268	200	218	30							9	13	11.0	5.3	Audi	Germany		
125	Audi	Q5	2.0 TFSI	2017	 38.9 	 54.8 	 58.5 	 62.2 	 64.3 	 67.6 	69779	69779	Audi	Q5	TDI Prestige quattro 4dr SUV AWD (3.0L 6cyl Turbodiesel 8A)	2017	Sport Utility Vehicles	Front	3000	6	V	4	240		428				Not Avai	Diesel			All Wheel Drive	Automatic		4	4475					31.0	27.0	24.0	20	1		Audi	3.0	183			24	237	177	316	44		9866					8	10	9.0	5.3	Audi	Germany		
126	Audi	Q5	2.0 TDI	2018	 39.9 	 50.0 	 55.7 	 61.3 	 63.7 	 65.8 	72351	72351	Audi	Q5	TDI Prestige quattro 4dr SUV AWD (3.0L 6cyl Turbodiesel 8A)	2018	Sport Utility Vehicles	Front	3000	6	V	4	240		428				Not Avai	Diesel			All Wheel Drive	Automatic		4	4475					31.0	27.0	24.0	20	1		Audi	3.0	183			24	237	177	316	44		9866					8	10	9.0	5.3	Audi	Germany		
127	Audi	Q7	3.0 TDI	2010	 44.7 	 55.0 	 63.2 	 66.7 	 68.8 	 71.1 	44404	44404	audi	Q7	TDI Premium Quattro	2010	SUV	Front	3000	6	V	4	228	3750	550	1750				Diesel			AWD	Automatic	5	5	2500	5088	1984	1737	3002	9.4		13.8	100	1		Audi	3.0	183			24	225	168	406	56		5512	200.3	78.1	68.4	118.2	25	17		26.4	Audi	Germany		
