	brand	model	spec	year	dB_at_idle	dB_at_50kmh	dB_at_80kmh	dB_at_100kmh	dB_at_120kmh	dB_at_140kmh	model_id	model_id_cqa	model_make_id_cqa	model_name_cqa	model_trim_cqa	model_year_cqa	model_body_cqa	model_engine_position_cqa	model_engine_cc_cqa	model_engine_cyl_cqa	model_engine_type_cqa	model_engine_valves_per_cyl_cqa	model_engine_power_ps_cqa	model_engine_power_rpm_cqa	model_engine_torque_nm_cqa	model_engine_torque_rpm_cqa	model_engine_bore_mm_cqa	model_engine_stroke_mm_cqa	model_engine_compression_cqa	model_engine_fuel_cqa	model_top_speed_kph_cqa	model_0_to_100_kph_cqa	model_drive_cqa	model_transmission_type_cqa	model_seats_cqa	model_doors_cqa	model_weight_kg_cqa	model_length_mm_cqa	model_width_mm_cqa	model_height_mm_cqa	model_wheelbase_mm_cqa	model_lkm_hwy_cqa	model_lkm_mixed_cqa	model_lkm_city_cqa	model_fuel_cap_l_cqa	model_sold_in_us_cqa	model_co2_cqa	model_make_display_cqa	model_engine_l_cqa	model_engine_ci_cqa	model_engine_bore_in_cqa	model_engine_stroke_in_cqa	model_engine_valves_cqa	model_engine_power_hp_cqa	model_engine_power_kw_cqa	model_engine_torque_lbft_cqa	model_engine_torque_kgm_cqa	model_top_speed_mph_cqa	model_weight_lbs_cqa	model_length_in_cqa	model_width_in_cqa	model_height_in_cqa	model_wheelbase_in_cqa	model_mpg_hwy_cqa	model_mpg_city_cqa	model_mpg_mixed_cqa	model_fuel_cap_g_cqa	make_display_cqa	make_country_cqa	ExtColors_cqa	IntColors_cqa
1498	Seat	Exeo	2.0 TDI Stationcar	2009	 42.2 	 51.9 	 59.7 	 64.1 	 64.9 	 66.0 	50542	50542	seat	Exeo	1.6	2009	Sedan	Front	1595	4	in-line	2	102	5600	148	3800				Gasoline	190.0	12.6	Front	Manual	5	4	1400	4661	1772	1430	2642					0		Seat	1.6	97			8	101	75	109	15	118.0	3086	183.5	69.8	56.3	104.0					Seat	Spain		
1499	Seat	Exeo	Exeo	2009	 43.2 	 61.4 	 62.8 	 65.6 	 68.4 	 70.8 	50543	50543	seat	Exeo	1.8	2009	Sedan	Front	1781	4	in-line	5	150	5700	220	1800				Gasoline	217.0	9.3	Front	Manual	5	4	1400	4661	1772	1430	2642					0		Seat	1.8	109			20	148	110	162	22	135.0	3086	183.5	69.8	56.3	104.0					Seat	Spain		
1500	Seat	Exeo	1.8 Stationcar	2011	 43.1 	 53.0 	 61.0 	 64.2 	 66.4 	 68.8 	50553	50553	seat	Exeo	2.0 TDi	2011	Sedan	Front	1968	4	in-line	4	143	4200	320	1750				Diesel	204.0	9.2	Front	Manual	5	4	1400	4661	1772	1430	2642					0		Seat	2.0	120			16	141	105	236	33	127.0	3086	183.5	69.8	56.3	104.0					Seat	Spain		
1501	Seat	Exeo	2.0 TDI Stationcar	2012	 45.0 	 55.4 	 63.7 	 66.2 	 69.3 	 72.8 	50555	50555	seat	Exeo	1.8	2012	Sedan	Front	1798	4	in-line	4	120	4000	230	1500				Gasoline	202.0	10.7	Front	Manual	5	4	1400	4661	1772	1430	2642					0		Seat	1.8	110			16	118	88	170	23	126.0	3086	183.5	69.8	56.3	104.0					Seat	Spain		
1502	Seat	Ibiza	1.4	2008	 46.4 	 57.1 	 65.7 	 68.3 	 71.5 	 75.1 	35652	35652	seat	Ibiza	1.4	2008	Hatchback	Front	1390	4	in-line	2	75	5000	130	3800			10.5:1	Gasoline	168.0	13.2	Front	Manual	5	5	1028	3960	1700	1450	2470		6.5		45	0		Seat	1.4	85			8	74	55	96	13	104.0	2266	155.9	66.9	57.1	97.2			36.0	11.9	Seat	Spain		
1503	Seat	Ibiza	1.4	2010	 41.3 	 61.3 	 65.5 	 67.8 	 70.9 	 71.5 	47051	47051	seat	Ibiza	1.4	2010	Hatchback	Front	1390	4	in-line	2	86	5000	131	3800	76.5	75.6		Gasoline	173.0	13.2	Front	Manual	5	5	1028	3980	1450	1700	2470		6.5		45	0		Seat	1.4	85	3.01	2.98	8	85	63	97	13	107.0	2266	156.7	57.1	66.9	97.2			36.0	11.9	Seat	Spain		
1504	Seat	Ibiza	1.4 TSI Cupra	2010	 45.6 	 56.2 	 64.6 	 69.2 	 70.2 	 71.6 	47053	47053	seat	Ibiza	1.8T Cupra	2010	Hatchback	Front	1781	4	in-line	4	179	5800	246	2000	81.0	86.0		Gasoline	230.0	7.3	Front	Manual	5	3	1177	4000	1700	1450	2470		7.9		45	0		Seat	1.8	109	3.19	3.39	16	177	132	181	25	143.0	2595	157.5	66.9	57.1	97.2			30.0	11.9	Seat	Spain		
1505	Seat	Ibiza	1.2 TDI	2011	 44.5 	 54.8 	 63.0 	 66.1 	 68.6 	 71.5 	47058	47058	seat	Ibiza	1.6	2011	Hatchback	Front	1598	4	in-line	2	99	5500	140	3250			10.8:1	Gasoline			Front	Manual	5	5	1069	3980	1450	1700	2470		8.3		45	0		Seat	1.6	98			8	98	73	103	14		2357	156.7	57.1	66.9	97.2			28.0	11.9	Seat	Spain		
1506	Seat	Ibiza	1.2 TDI Stationcar	2011	 46.4 	 63.9 	 65.4 	 67.6 	 70.7 	 72.3 	47059	47059	seat	Ibiza	1.8T Cupra	2011	Hatchback	Front	1781	4	in-line	4	179	5800	246	2000	81.0	86.0		Gasoline	230.0	7.3	Front	Manual	5	3	1177	4000	1700	1450	2470		7.9		45	0		Seat	1.8	109	3.19	3.39	16	177	132	181	25	143.0	2595	157.5	66.9	57.1	97.2			30.0	11.9	Seat	Spain		
1507	Seat	Ibiza	1.2	2012	 44.5 	 54.7 	 62.9 	 67.3 	 68.4 	 69.9 	50535	50535	seat	Ibiza	1.6	2012	Hatchback	Front	1598	4	in-line	2	99	5500	140	3250			10.8:1	Gasoline			Front	Manual	5	5	1069	3980	1450	1700	2470		8.3		45	0		Seat	1.6	98			8	98	73	103	14		2357	156.7	57.1	66.9	97.2			28.0	11.9	Seat	Spain		
1508	Seat	Ibiza	1.0	2016	 39.9 	 60.8 	 63.5 	 65.8 	 66.2 	 69.6 	nan																																																												
1509	Seat	Ibiza	1.0	2017	 39.2 	 56.1 	 62.3 	 64.7 	 69.1 	 69.2 	nan																																																												
1510	Seat	Leon	1.4 TSI	2008	 44.7 	 55.0 	 63.3 	 67.9 	 68.8 	 70.1 	36001	36001	seat	Leon	1.4	2008	Hatchback	Front	1390	4	in-line	2	85	5000	130	3600			10.5:1	Gasoline - Premium	167.0	13.7	Front	Manual	5	5	1176	4320	1770	1460	2580		7.0		55	0		Seat	1.4	85			8	84	63	96	13	104.0	2593	170.1	69.7	57.5	101.6			34.0	14.5	Seat	Spain		
1511	Seat	Leon	1.8 TFSI	2008	 45.5 	 56.0 	 64.4 	 68.8 	 70.0 	 71.6 	36087	36087	seat	Leon	2.0 TFSi	2008	Hatchback	Front	1984	4	in-line	4	200	5100	280	1800	82.5	92.8	10.3:1	Gasoline - Premium	229.0	7.3	Front	Manual	5	5	1338	4330	1770	1460	2580		8.2		55	0		Seat	2.0	121	3.25	3.65	16	197	147	207	29	142.0	2950	170.5	69.7	57.5	101.6			29.0	14.5	Seat	Spain		
1512	Seat	Leon	1.9 TDI	2008	 43.6 	 53.7 	 61.7 	 65.8 	 67.1 	 68.8 	35845	35845	seat	Leon	1.9 TDi	2008	Hatchback	Front	1896	4	in-line	2	106	4000	250	1900	79.5	95.5	19.0:1	Diesel	185.0	11.3	Front	Manual	5	5	1290	4320	1770	1460	2580		4.9		55	0		Seat	1.9	116	3.13	3.76	8	105	78	184	26	115.0	2844	170.1	69.7	57.5	101.6			48.0	14.5	Seat	Spain		
1513	Seat	Leon	1.4 TSI	2009	 46.1 	 56.7 	 65.2 	 68.0 	 71.0 	 74.4 	36110	36110	seat	Leon	2.0 TFSi Cupra R	2009	Hatchback	Front	1982	4	in-line	4	241	5700	300	2200			10.3:1	Gasoline	247.0	6.4	Front	Manual	5	5	1334	4330	1770	1460	2580		8.3		55	0		Seat	2.0	121			16	238	177	221	31	153.0	2941	170.5	69.7	57.5	101.6			28.0	14.5	Seat	Spain		
1514	Seat	Leon	1.6 TDI	2010	 44.5 	 54.8 	 63.0 	 67.4 	 68.5 	 70.0 	47165	47165	seat	Leon	2.0 TDi	2010	Hatchback	Front	1968	4	in-line	2	140	4000	320	1750	81.1	95.5	18.5:1	Diesel		9.3	Front	Manual	5	5	1656	4320	1770	1460	2580		5.7		55	0		Seat	2.0	120	3.19	3.76	8	138	103	236	33		3651	170.1	69.7	57.5	101.6			41.0	14.5	Seat	Spain		
1515	Seat	Leon	1.4	2013	 38.5 	 56.2 	 63.9 	 65.2 	 68.2 	 70.4 	nan																																																												
1516	Seat	Leon	1.4	2014	 37.7 	 60.2 	 64.1 	 67.4 	 69.7 	 72.0 	nan																																																												
1517	Seat	Leon	1.6 TDI Stationcar	2014	 43.0 	 57.9 	 61.7 	 63.5 	 66.2 	 69.9 	nan																																																												
1518	Seat	Leon	ST Cupra 280	2015	 46.9 	 60.2 	 62.6 	 65.3 	 69.5 	 72.1 	nan																																																												
1519	Seat	Leon	1.0	2016	 39.2 	 54.2 	 58.6 	 62.0 	 66.7 	 68.8 	nan																																																												
1520	Seat	Leon	2.0D	2016	 43.9 	 60.8 	 64.5 	 66.7 	 68.2 	 71.7 	nan																																																												
1521	Seat	Leon	1.0	2017	 39.9 	 56.8 	 60.0 	 63.3 	 65.2 	 68.6 	nan																																																												
1522	Seat	Leon	Cupra	2017	 42.9 	 63.7 	 65.5 	 65.9 	 66.2 	 69.6 	nan																																																												
1523	Seat	Leon SC	1.8 TSI	2013	 39.0 	 58.0 	 62.9 	 65.0 	 67.0 	 72.0 	nan																																																												
1524	Seat	MII	1.0	2012	 45.8 	 57.5 	 65.3 	 67.2 	 70.5 	 74.5 	nan																																																												
1525	Seat	Mii	1.0	2012	 45.0 	 55.4 	 63.8 	 65.9 	 69.4 	 73.4 	nan																																																												
1526	Seat	Mii	1.0	2013	 42.3 	 58.2 	 66.2 	 67.3 	 70.4 	 74.3 	nan																																																												
1527	Seat	Mii	1.0	2014	 42.3 	 58.2 	 66.2 	 67.3 	 70.4 	 74.3 	nan																																																												
1528	Skoda	Citigo	1.0	2012	 45.8 	 56.4 	 64.9 	 68.1 	 70.6 	 73.5 	nan																																																												
1529	Skoda	Citigo	1.0	2013	 41.5 	 59.3 	 64.1 	 68.2 	 69.0 	 73.2 	nan																																																												
1530	Skoda	Fabia	1.4	2008	 44.3 	 61.5 	 67.3 	 68.9 	 71.8 	 74.8 	36643	36643	skoda	Fabia	1.6	2008		Front	1598	4	in-line	4	105	3800	153	3800	76.5	86.9	10.5:1	Gasoline - Premium	190.0	10.1	Front	Manual	5	5	1146	4000	1650	1500	2470		6.9		45	0		Skoda	1.6	98	3.01	3.42	16	104	77	113	16	118.0	2526	157.5	65.0	59.1	97.2			34.0	11.9	Skoda	Czech Republic		
1531	Skoda	Fabia	1.6 Stationcar	2008	 47.1 	 57.9 	 66.6 	 70.3 	 72.5 	 74.9 	36626	36626	skoda	Fabia	1.4 HTP	2008		Front	1389	4	in-line	4	85	5000	132	3800	76.5	75.6	10.5:1	Gasoline - Premium	174.0	12.3	Front	Manual	5	5	1135	4000	1650	1500	2470		6.5		45	0		Skoda	1.4	85	3.01	2.98	16	84	63	97	13	108.0	2502	157.5	65.0	59.1	97.2			36.0	11.9	Skoda	Czech Republic		
1532	Skoda	Fabia	1.2	2010	 45.4 	 55.8 	 64.2 	 67.4 	 69.9 	 72.8 	nan																																																												
1533	Skoda	Fabia	1.4	2010	 41.8 	 61.4 	 66.7 	 68.9 	 72.3 	 74.5 	nan																																																												
1534	Skoda	Fabia	1.2 TDI Stationcar	2010	 45.0 	 55.4 	 63.7 	 67.5 	 69.2 	 71.3 	nan																																																												
1535	Skoda	Fabia	1.2 TDI	2011	 45.8 	 62.4 	 65.9 	 68.4 	 71.2 	 73.8 	nan																																																												
1536	Skoda	Fabia	1.2	2015	 38.5 	 57.6 	 64.9 	 66.5 	 70.1 	 71.9 	nan																																																												
1537	Skoda	Fabia	1.2	2016	 36.9 	 57.8 	 61.0 	 64.3 	 67.2 	 70.6 	nan																																																												
1538	Skoda	Fabia	1.4	2018	 48.1 	 57.6 	 63.4 	 68.8 	 71.2 	 73.8 	nan																																																												
1539	Skoda	Kodiaq	1.4	2017	 36.3 	 53.8 	 59.7 	 63.8 	 69.3 	 69.4 	nan																																																												
1540	Skoda	Octavia	1.8 TSI Stationcar	2008	 45.1 	 55.5 	 63.8 	 68.7 	 69.4 	 70.5 	56058	56058	skoda	Octavia	1.6 Automatic	2008		Front	1595	4	in-line	2	102	5600	148	3800			10.5:1	Gasoline - Premium	185.0	12.3	Front	Automatic	5	5	1330	4580	1780	1470	2580		7.2		55	0		Skoda	1.6	97			8	101	75	109	15	115.0	2932	180.3	70.1	57.9	101.6			33.0	14.5	Skoda	Czech Republic		
1541	Skoda	Octavia	1.4 TSI Stationcar 	2009	 37.7 	 57.4 	 62.5 	 66.9 	 69.0 	 70.4 	nan																																																												
1542	Skoda	Octavia	1.6 TDI Stationcar	2010	 43.6 	 53.7 	 61.7 	 66.2 	 67.1 	 68.4 	nan																																																												
1543	Skoda	Octavia	1.2	2013	 42.9 	 53.6 	 59.1 	 63.1 	 66.1 	 69.6 	nan																																																												
1544	Skoda	Octavia	1.0	2016	 35.9 	 53.7 	 56.3 	 60.4 	 65.0 	 67.0 	nan																																																												
1545	Skoda	Octavia	2.0D Stationcar	2016	 42.7 	 56.9 	 60.6 	 62.5 	 67.2 	 70.7 	nan																																																												
1546	Skoda	Octavia	1.4 stationcar	2017	 39.9 	 59.8 	 62.5 	 65.3 	 67.2 	 70.6 	nan																																																												
1547	Skoda	Octavia	1.6d	2017	 43.4 	 55.1 	 60.8 	 63.6 	 69.1 	 69.2 	nan																																																												
1548	Skoda	Rapid	1.2	2013	 44.9 	 57.5 	 62.9 	 65.4 	 69.2 	 71.8 	nan																																																												
1549	Skoda	Roomster	1.4	2008	 45.6 	 56.2 	 64.6 	 67.8 	 70.3 	 73.2 	36652	36652	skoda	Roomster	1.4	2008	Minivan	Front	1390	4	in-line	4	86	5000	132	3800	76.5	75.6	10.5:1	Gasoline - Premium	171.0	13.0	Front	Manual	5	5	1230	4210	1690	1610	2620		7.0		55	0		Skoda	1.4	85	3.01	2.98	16	85	63	97	13	106.0	2712	165.7	66.5	63.4	103.1			34.0	14.5	Skoda	Czech Republic		
1550	Skoda	Superb	1.8 TSI	2008	 43.2 	 53.2 	 61.2 	 64.5 	 66.6 	 68.9 	36572	36572	skoda	Superb	1.8 Turbo	2008	Sedan	Front	1780	4	in-line	5	150	5700	210	1750	81.0	86.4	9.3:1	Gasoline - Premium	216.0	9.5	Front	Manual	5	4	1513	4810	1770	1480	2810		8.3		62	0		Skoda	1.8	109	3.19	3.40	20	148	110	155	21	134.0	3336	189.4	69.7	58.3	110.6			28.0	16.4	Skoda	Czech Republic		
1551	Skoda	Superb	2.0 TDI	2008	 46.4 	 60.0 	 64.0 	 66.0 	 69.1 	 71.7 	56859	56859	skoda	Superb	2.5 TDi Classic Automatic	2008	Sedan	Front	2494	6	V	4	163	4000	350	1500	78.3	86.4	18.5:1	Diesel	223.0	9.2	Front	Automatic	5	4	1645	4810	1770	1480	2810		7.0		62	0		Skoda	2.5	152	3.08	3.40	24	161	120	258	36	139.0	3627	189.4	69.7	58.3	110.6			34.0	16.4	Skoda	Czech Republic		
1552	Skoda	Superb	2.0 TDI Stationcar	2010	 47.5 	 60.4 	 64.1 	 65.6 	 68.4 	 71.4 	nan																																																												
1553	Skoda	Superb	1.6 TDI Greenline Stationcar 	2011	 49.8 	 58.8 	 63.4 	 65.8 	 68.3 	 71.7 	nan																																																												
1554	Skoda	Superb	1.8 TSI Stationcar	2011	 43.4 	 53.4 	 61.4 	 64.9 	 66.7 	 68.9 	nan																																																												
1555	Skoda	Superb	1.4	2012	 44.5 	 54.8 	 63.0 	 67.2 	 68.5 	 70.2 	nan																																																												
1556	Skoda	Superb	1.8	2014	 40.9 	 58.8 	 62.0 	 65.3 	 68.2 	 71.7 	nan																																																												
1557	Skoda	Superb	2.0 D	2015	 46.3 	 60.3 	 62.3 	 65.4 	 67.7 	 71.2 	nan																																																												
1558	Skoda	Superb	2.0D	2015	 41.6 	 58.2 	 61.1 	 63.9 	 67.6 	 69.3 	nan																																																												
1559	Skoda	Superb	2.0	2017	 48.9 	 57.8 	 61.5 	 65.3 	 66.2 	 69.6 	nan																																																												
1560	Skoda	Superb	2.0d	2017	 45.9 	 58.8 	 62.0 	 65.3 	 66.2 	 69.6 	nan																																																												
1561	Skoda	Superb	2.0d Stationcar	2018	 42.1 	 53.1 	 59.0 	 65.3 	 67.7 	 69.8 	nan																																																												
1562	Skoda	Yeti	1.2 TSI	2010	 39.2 	 59.1 	 65.1 	 67.1 	 71.1 	 72.1 	nan																																																												
1563	Skoda	Yeti	1.8 TSI	2010	 44.6 	 54.9 	 63.1 	 65.6 	 68.7 	 72.2 	nan																																																												
1564	Skoda	Yeti	1.4 TSI	2012	 38.7 	 56.8 	 63.2 	 65.8 	 68.9 	 71.8 	nan																																																												
1565	Skoda	Yeti	1.2	2014	 35.9 	 54.7 	 59.5 	 62.9 	 66.9 	 70.6 	nan																																																												
1566	Skoda	Yeti	2.0D	2017	 49.9 	 57.8 	 62.0 	 66.3 	 67.2 	 70.6 	nan																																																												
1567	Smart	Forfour	0.9	2016	 47.9 	 62.7 	 65.5 	 68.3 	 70.1 	 73.7 	nan																																																												
1568	Smart	Fortwo	 	2008	 49.7 	 65.3 	 71.2 	 74.5 	 77.6 	 81.1 	36738	36738	smart	ForTwo	1	2008	Coupe	Rear	999	3	in-line	2	99	5500	190	3500				Gasoline	249.0		Rear	Automatic	2	2		2730	1590	1540	1870				52	1		Smart	1.0	61			6	98	73	140	19	155.0		107.5	62.6	60.6	73.6				13.7	Smart	France		
1569	Smart	Fortwo	1.0	2009	 47.1 	 58.0 	 66.7 	 70.9 	 72.5 	 74.5 	36735	36735	smart	ForTwo	Coupe Pulse	2009	Coupe	Rear	1000	3	in-line	2	84	5250	121	3250	72.0	81.8	10.0:1	Gasoline	145.0	10.9	Rear	Manual	2	3		2700	1550	1570	1870		5.1		33	1		Smart	1.0	61	2.83	3.22	6	83	62	89	12	90.0		106.3	61.0	61.8	73.6			46.0	8.7	Smart	France		
1570	Smart	Fortwo	1.0	2011	 46.7 	 57.4 	 66.1 	 70.8 	 71.8 	 73.2 	45837	45837	smart	ForTwo	Passion Coupe	2011	Coupe	Rear	1000	3	in-line	4	71	5800	92	4500				Gasoline			Rear	Manual	2	2	820	2695	1560	1542	1867	5.7		7.1	33	1		Smart	1.0	61			12	70	52	68	9		1808	106.1	61.4	60.7	73.5	41	33		8.7	Smart	France		
1571	Smart	Fortwo	1.0	2013	 43.4 	 65.7 	 67.3 	 70.5 	 73.4 	 75.8 	58731	58731	smart	Fortwo	Passion Coupe	2013	Coupe	Rear	1000	3	in-line	4	72	5800	125	2500				Gasoline			Rear	5-speed automatic	2	2										1		Smart	1.0	61			12	71	53	92	13											Smart	France		
1572	Smart	Fortwo	 	2015	 47.3 	 62.9 	 66.9 	 70.5 	 72.8 	 77.0 	62089	62089	smart	fortwo	electric drive coupe 2dr Hatchback (electric DD)	2015	Two Seaters	Front	0	0	Not Available								Not Avai	Electric			Rear Wheel Drive	Direct Drive		2						93.0	107.0	122.0		1		smart	0.0	0														3	2	2.0		Smart	France		
1573	SRT	Viper	8.4 V10	2012	 58.5 	 67.5 	 73.2 	 76.1 	 78.8 	 81.6 	nan																																																												
1574	SsangYong	Korando	2.0	2012	 45.1 	 55.5 	 63.8 	 68.3 	 69.4 	 70.9 	52149	52149	ssangyong	Korando	2.0 D	2012	SUV	Front	2000	4	in-line		177							Diesel		10.0	4WD	6-speed manual	5	5		4410					6.1			0		SsangYong	2.0	122				175	130					173.6						39.0		SsangYong	South Korea		
1575	SsangYong	Tivoli	1.6	2016	 38.5 	 60.6 	 64.6 	 68.7 	 72.3 	 75.7 	nan																																																												
1576	Ssangyong	Tivoli	1.6d	2018	 46.1 	 56.1 	 61.8 	 67.3 	 69.7 	 71.8 	nan																																																												
1577	Subaru	BRZ	2.0	2012	 44.8 	 56.6 	 64.0 	 67.7 	 71.5 	 75.3 	nan																																																												
1578	Subaru	Forester	2.0	2008	 44.5 	 54.8 	 63.0 	 67.0 	 68.5 	 70.4 	37579	37579	subaru	Forester	2.5	2008	SUV	Front	2501	4	boxer	4	175	6000	225	4400				Gasoline			4WD	Manual	5	5	1375	4490	1740	1660	2530	8.7	10.7	11.8	60	1		Subaru	2.5	153			16	173	129	166	23		3031	176.8	68.5	65.4	99.6	27	20	22.0	15.9	Subaru	Japan		
1579	Subaru	Forester	2.0D	2009	 43.6 	 53.6 	 61.6 	 65.0 	 67.1 	 69.4 	51501	51501	subaru	Forester	2.0D X	2009	SUV	Front	2500	4	boxer		147	3600	350	1600				Diesel	187.0	10.3	AWD	Manual	5	5	1540	4559	1781	1674	2616	5.2	5.9	7.1	64	0		Subaru	2.5	153				145	108	258	36	116.0	3395	179.5	70.1	65.9	103.0	45	33	40.0	16.9	Subaru	Japan		
1580	Subaru	Forester	2.5 XT	2009	 44.9 	 56.0 	 62.9 	 66.8 	 69.0 	 71.2 	37130	37130	subaru	Forester	2.5XT	2009	SUV	Front	2457	4	boxer	4	227	5200	306	2800	89.3	79.0	9.0:1	Gasoline			4WD	Automatic	5	5	1510	4570	1790	1710	2620	9.8	11.2	12.4	64	1		Subaru	2.5	150	3.52	3.11	16	224	167	226	31		3329	179.9	70.5	67.3	103.1	24	19	21.0	16.9	Subaru	Japan		
1581	Subaru	Forester	2.0 turbo	2013	 39.9 	 51.7 	 58.9 	 63.3 	 64.5 	 65.7 	58654	58654	subaru	Forester	2.5X	2013	SUV	Front	2500	16	electric	4	170	5800	236	4100	99.0	79.0		Diesel / Electric Hybrid		10.7	AWD	6-speed manual	5	5	1480	4560	2006	1700	2615	7.4		9.9		1		Subaru	2.5	153	3.90	3.11	64	168	125	174	24		3263	179.5	79.0	66.9	103.0	32	24			Subaru	Japan		
1582	Subaru	Forester	2.0D	2015	 42.0 	 61.3 	 64.2 	 66.2 	 69.1 	 71.7 	61267	61267	Subaru	Forester	2.5i Touring PZEV 4dr SUV AWD (2.5L 4cyl CVT)	2015	Sport Utility Vehicles	Front	2500	4	Flat	4	170		174				10.1	Regular Unleaded			All Wheel Drive	Automatic		4	3433					32.0	27.0	24.0	16	1		Subaru	2.5	153			16	168	125	128	18		7568					7	10	9.0	4.2	Subaru	Japan		
1583	Subaru	Forester	2.0d	2018	 42.9 	 53.5 	 59.6 	 65.8 	 68.2 	 70.8 	71661	71661	Subaru	Forester	2.5i PZEV 4dr SUV AWD (2.5L 4cyl CVT)	2018	Sport Utility Vehicles	Front	2500	4	Flat	4	170		174				10.1	Regular Unleaded			All Wheel Drive	Automatic		4	3366					32.0	27.0	24.0	16	1		Subaru	2.5	153			16	168	125	128	18		7421					7	10	9.0	4.2	Subaru	Japan		
1584	Subaru	Forester SUV	2.0	2013	 39.9 	 51.7 	 58.9 	 63.3 	 64.5 	 65.7 	nan																																																												
1585	Subaru	Impreza	2.0	2008	 44.7 	 55.0 	 63.3 	 66.5 	 68.9 	 71.5 	37401	37401	subaru	Impreza	2.5	2008	Sedan	Front	2501	4	boxer	4	173	6000	231	4400				Gasoline			4WD	Manual	5	4	1608	4590	1750	1480	2630	8.7	10.7	11.8	64	1		Subaru	2.5	153			16	171	127	170	24		3545	180.7	68.9	58.3	103.5	27	20	22.0	16.9	Subaru	Japan		
1586	Subaru	Impreza	2.5	2008	 45.4 	 55.9 	 62.4 	 66.0 	 68.4 	 70.7 	37401	37401	subaru	Impreza	2.5	2008	Sedan	Front	2501	4	boxer	4	173	6000	231	4400				Gasoline			4WD	Manual	5	4	1608	4590	1750	1480	2630	8.7	10.7	11.8	64	1		Subaru	2.5	153			16	171	127	170	24		3545	180.7	68.9	58.3	103.5	27	20	22.0	16.9	Subaru	Japan		
1587	Subaru	Impreza	WRX STI	2008	 45.7 	 56.2 	 64.7 	 69.0 	 70.3 	 72.0 	37586	37586	subaru	Impreza	2.5 WRX Limousine	2008	Sedan	Front	2457	4	boxer	4	230	5600	320	3600	99.5	79.0	8.4:1	Gasoline - Premium	230.0	5.9	4WD	Manual	5	4	1405	4470	1750	1450	2530		10.5		60	1		Subaru	2.5	150	3.92	3.11	16	227	169	236	33	143.0	3097	176.0	68.9	57.1	99.6			22.0	15.9	Subaru	Japan		
1588	Subaru	Impreza	WRX	2011	 54.8 	 63.2 	 68.4 	 71.4 	 72.7 	 74.1 	45863	45863	subaru	Impreza	WRX Sedan Limited	2011	Sedan	Front	2500	4	boxer	4	269	6000	330	4000				Gasoline			AWD	Manual	5	4	1455	4415	1796	1476	2624	9.4		12.4	64	1		Subaru	2.5	153			16	265	198	243	34		3208	173.8	70.7	58.1	103.3	25	19		16.9	Subaru	Japan		
1589	Subaru	Impreza	WRX STI	2011	 58.3 	 65.7 	 70.3 	 72.9 	 74.4 	 76.0 	45865	45865	subaru	Impreza	WRX Sedan STI	2011	Sedan	Front	2500	4	boxer	4	309	6000	393	4000				Gasoline			AWD	Manual	5	4	1535	4580	1796	1471	2624	10.2		13.8	64	1		Subaru	2.5	153			16	305	227	290	40		3384	180.3	70.7	57.9	103.3	23	17		16.9	Subaru	Japan		
1590	Subaru	Justy	1.0	2008	 46.2 	 56.8 	 65.3 	 68.7 	 71.1 	 73.7 	37654	37654	subaru	Justy	G3X 1.5	2008		Front	1490	4	in-line	4	100	5900	133	4100	78.0	78.0	9.5:1	Gasoline - Premium	170.0	11.0	4WD	Manual	5	5	1010	3780	1610	1570	2370		7.2		41	1		Subaru	1.5	91	3.07	3.07	16	99	74	98	14	106.0	2227	148.8	63.4	61.8	93.3			33.0	10.8	Subaru	Japan		
1591	Subaru	Legacy	2.0 D	2008	 49.3 	 61.8 	 64.5 	 66.5 	 68.8 	 72.8 	37519	37519	subaru	Legacy	2.0 R	2008	Sedan	Front	1994	4	boxer	4	165	6800	187	3200	92.0	75.0	11.5:1	Gasoline - Premium	214.0	9.5	4WD		5	4	1368	4670	1740	1430	2680		8.8		64	1		Subaru	2.0	122	3.62	2.95	16	163	121	138	19	133.0	3016	183.9	68.5	56.3	105.5			27.0	16.9	Subaru	Japan		
1592	Subaru	Legacy	2.0D Stationcar	2008	 44.4 	 54.6 	 62.8 	 66.0 	 68.4 	 71.0 	37238	37238	subaru	Legacy	3.0 R	2008	Sedan	Front	2998	6	boxer	4	245	6600	297	4200	89.2	80.0	10.7:1	Gasoline - Premium	237.0	8.2	4WD	Automatic	5	4	1515	4670	1740	1430	2680		9.8		64	1		Subaru	3.0	183	3.51	3.15	24	242	180	219	30	147.0	3340	183.9	68.5	56.3	105.5			24.0	16.9	Subaru	Japan		
1593	Subaru	Legacy	2.0D Stationcar	2009	 44.5 	 54.7 	 62.9 	 65.8 	 68.5 	 71.6 	37287	37287	subaru	Legacy	2.0R Station Wagon	2009	Station Wagon	Front	1994	4	boxer	4	165	6800	187	3200			9.0:1	Gasoline	201.0	9.6	4WD	Manual	5	5	1435		1480		2660		10.5		64	1		Subaru	2.0	122			16	163	121	138	19	125.0	3164		58.3		104.7			22.0	16.9	Subaru	Japan		
1594	Subaru	Legacy	2.5 GT	2010	 37.4 	 48.0 	 54.6 	 58.0 	 61.0 	 64.0 	45867	45867	subaru	Legacy	2.5i	2010	Sedan	Front	2500	4	boxer	4	172	5600	230	4000				Gasoline			AWD	Manual	5	4	1483	4735	1821	1506	2751	8.7		12.4	70	1		Subaru	2.5	153			16	170	127	170	23		3269	186.4	71.7	59.3	108.3	27	19		18.5	Subaru	Japan		
